name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
Escherichia phage Gluttony,1883202,S,17,11,28,0
Moraxella bovoculi,386891,S,8185,3323,11508,0.00113
Nostoc flagelliforme,1306274,S,28,23,51,0.00001
Streptococcus dysgalactiae,1334,S,6788,5510,12298,0.00121
Pasteurellaceae bacterium NI1060,1679001,S,85,3,88,0.00001
Kitasatospora setae,2066,S,215,57,272,0.00003
Mycoplasma hyosynoviae,29559,S,27,1,28,0
Formosa agariphila,320324,S,154,10,164,0.00002
Paenibacillus sp. Y412MC10,481743,S,26,12,38,0
Halomonas sp. SF2003,2136172,S,288,84,372,0.00004
Enterococcus sp. FDAARGOS_163,2060306,S,153,658,811,0.00008
Adlercreutzia equolifaciens,446660,S,4578,418,4996,0.00049
Staphylococcus agnetis,985762,S,19,1,20,0
Lactobacillus sp. HBUAS52074,2304606,S,133,1,134,0.00001
Gordonia phage GRU1,1109710,S,20,0,20,0
Micromonospora aurantiaca,47850,S,70,398,468,0.00005
Polaribacter sp. KT25b,1855336,S,163,15,178,0.00002
Cutibacterium avidum,33010,S,342,49,391,0.00004
Burkholderia cenocepacia,95486,S,803,1558,2361,0.00023
Burkholderia stabilis,95485,S,193,126,319,0.00003
Micromonospora sp. WMMA2032,2039870,S,134,59,193,0.00002
Mycobacterium canettii,78331,S,214,88,302,0.00003
Legionella clemsonensis,1867846,S,46,15,61,0.00001
Campylobacter sp. NCTC 13003,1660064,S,11,0,11,0
Bacillus coagulans,1398,S,386,26,412,0.00004
Pantoea calida,665913,S,29,103,132,0.00001
Providencia phage Redjac,1235559,S,18,0,18,0
Streptomyces sp. 3214.6,1882757,S,107,10,117,0.00001
Xylella taiwanensis,1444770,S,178,12,190,0.00002
Thermosynechococcus elongatus,146786,S,10,2,12,0
Pantoea gaviniae,665914,S,189,12,201,0.00002
Azoarcus sp. CIB,198107,S,1645,93,1738,0.00017
Candidatus Cloacimonas acidaminovorans,456827,S,1001,0,1001,0.0001
Polaribacter reichenbachii,996801,S,252,23,275,0.00003
Pseudomonas extremorientalis,169669,S,762,316,1078,0.00011
Variovorax sp. PMC12,2126319,S,5007,2231,7238,0.00071
Candidatus Fukatsuia symbiotica,1878942,S,52,0,52,0.00001
Methylotenera versatilis,1055487,S,86,7,93,0.00001
Bradyrhizobium sp. CCGE-LA001,1223566,S,603,92,695,0.00007
Desulfallas gibsoniae,102134,S,110,1,111,0.00001
Rhodococcus ruber,1830,S,451,104,555,0.00005
Gemmata sp. SH-PL17,1630693,S,155,7,162,0.00002
Pseudomonas pohangensis,364197,S,4969,66,5035,0.0005
Salmonella virus Chi,1541887,S,23,34,57,0.00001
Shewanella pealeana,70864,S,45,1,46,0
Dehalogenimonas lykanthroporepellens,552810,S,216,27,243,0.00002
Shewanella oneidensis,70863,S,159,7,166,0.00002
Oscillatoriales cyanobacterium JSC-12,864702,S,13,1,14,0
Agrobacterium fabrum,1176649,S,1600,416,2016,0.0002
Erwinia phage vB_EamM_ChrisDB,1883371,S,91,4,95,0.00001
Listeria seeligeri,1640,S,40,3,43,0
Idiomarina sp. X4,2055892,S,40,13,53,0.00001
Malacobacter marinus,505249,S,279,62,341,0.00003
Streptomyces cattleya,29303,S,206,23,229,0.00002
Bacillus cereus,1396,S,1736,705,2441,0.00024
Bordetella genomosp. 8,1416806,S,605,41,646,0.00006
Aeromonas rivipollensis,948519,S,5396,957,6353,0.00063
Erysipelothrix rhusiopathiae,1648,S,234,25,259,0.00003
Epibacterium mobile,379347,S,351,107,458,0.00005
Lactococcus phage M5938,1862960,S,55,108,163,0.00002
Elizabethkingia bruuniana,1756149,S,887,962,1849,0.00018
Lactococcus phage M6165,1862962,S,83,47,130,0.00001
Enterobacteriaceae bacterium strain FGI 57,693444,S,2641,77,2718,0.00027
Cupriavidus taiwanensis,164546,S,4165,1064,5229,0.00052
Nocardia nova,37330,S,329,41,370,0.00004
Nocardia seriolae,37332,S,380,58,438,0.00004
Burkholderia virus KL1,1921548,S,66,0,66,0.00001
Pseudarthrobacter sulfonivorans,121292,S,147,13,160,0.00002
Vibrio splendidus,29497,S,36,4,40,0
Candidatus Promineofilum breve,1806508,S,357,1,358,0.00004
Vibrio furnissii,29494,S,99,7,106,0.00001
Klebsiella pneumoniae,573,S,39726,29904,69630,0.00686
Geobacillus sp. WCH70,471223,S,67,66,133,0.00001
Klebsiella oxytoca,571,S,10142,11621,21763,0.00214
Vibrio tubiashii,29498,S,30,1,31,0
Pseudomonas virus 73,1921545,S,50,85,135,0.00001
Raoultella planticola,575,S,7665,1656,9321,0.00092
Porphyromonas crevioricanis,393921,S,31,5,36,0
Pseudoarcobacter suis,1278212,S,4550,448,4998,0.00049
Planktothrix agardhii,1160,S,65,6,71,0.00001
Coriobacterium glomerans,33871,S,173,0,173,0.00002
Pseudomonas kribbensis,1628086,S,565,90,655,0.00006
Tessaracoccus aquimaris,1332264,S,10341,1514,11855,0.00117
Lysinibacillus sphaericus,1421,S,55,128,183,0.00002
Natrinema sp. J7-2,406552,S,15,8,23,0
Pelobacter propionicus,29543,S,900,115,1015,0.0001
Pelobacter acetylenicus,29542,S,212,21,233,0.00002
Mycolicibacter sinensis,875328,S,1456,269,1725,0.00017
Lawsonia intracellularis,29546,S,55,-55,0,0
Enterococcus sp. CR-Ec1,2057791,S,190,763,953,0.00009
Glaesserella sp. 15-184,2030797,S,63,5,68,0.00001
Pseudomonas xanthomarina,271420,S,403,27,430,0.00004
Planococcus halocryophilus,1215089,S,32,6,38,0
Blautia sp. N6H1-15,1912897,S,3535,350,3885,0.00038
Histophilus somni,731,S,111,19,130,0.00001
[Haemophilus] ducreyi,730,S,43,4,47,0
Aggregatibacter aphrophilus,732,S,237,36,273,0.00003
Aggregatibacter segnis,739,S,127,25,152,0.00001
Glaesserella parasuis,738,S,182,18,200,0.00002
Roseateles depolymerans,76731,S,2148,416,2564,0.00025
Lactococcus lactis,1358,S,30413,8896,39309,0.00387
Corynebacterium resistens,258224,S,87,25,112,0.00001
Flavobacterium sp. HYN0049,2172098,S,128,4,132,0.00001
Catenovulum sp. CCB-QB4,2172099,S,41,0,41,0
Enterococcus faecalis,1351,S,2797,441,3238,0.00032
Ruegeria pomeroyi,89184,S,1106,99,1205,0.00012
Burkholderia sp. KJ006,416344,S,10,85,95,0.00001
Enterococcus hirae,1354,S,2818,422,3240,0.00032
Prosthecochloris sp. HL-130-GSB,1974213,S,56,2,58,0.00001
Nonlabens spongiae,331648,S,54,33,87,0.00001
Methanoculleus bourgensis,83986,S,11,22,33,0
Lachnospiraceae bacterium GAM79,2109691,S,16676,2995,19671,0.00194
Citrobacter phage CR44b,1455075,S,17,7,24,0
Nocardia cyriacigeorgica,135487,S,592,176,768,0.00008
Polynucleobacter duraquae,1835254,S,59,9,68,0.00001
Lactococcus phage 1706,475178,S,17,1,18,0
Exiguobacterium sp. U13-1,1849031,S,20,71,91,0.00001
Arthrobacter sp. U41,1849032,S,227,19,246,0.00002
Salipiger profundus,1229727,S,1042,862,1904,0.00019
Parvibaculum lavamentivorans,256618,S,1195,384,1579,0.00016
Stenotrophomonas sp. G4,2303750,S,632,766,1398,0.00014
Sphingopyxis granuli,267128,S,2123,5640,7763,0.00077
Hungateiclostridium thermocellum,1515,S,132,52,184,0.00002
Pseudomonas xinjiangensis,487184,S,252,2,254,0.00003
Streptococcus australis,113107,S,1067,126,1193,0.00012
Acetoanaerobium sticklandii,1511,S,126753,832,127585,0.01257
Thermoclostridium stercorarium,1510,S,68,12,80,0.00001
Clostridium tetani,1513,S,113,1,114,0.00001
Enterobacteriaceae bacterium ENNIH3,1920128,S,10,558,568,0.00006
Flavobacterium arcticum,1784713,S,176,5,181,0.00002
Enterobacter phage phiEap-2,1701257,S,62,0,62,0.00001
Photobacterium gaetbulicola,1295392,S,84,1,85,0.00001
Salmonella phage Vi II-E1,424716,S,56,5,61,0.00001
Janthinobacterium svalbardensis,368607,S,19489,3748,23237,0.00229
Actinoalloteichus hymeniacidonis,340345,S,168,51,219,0.00002
Coraliomargarita akajimensis,395922,S,42,0,42,0
Corynebacterium timonense,441500,S,104,6,110,0.00001
Bacillus amyloliquefaciens,1390,S,120,457,577,0.00006
Sphingobacterium sp. G1-14,2003121,S,355,188,543,0.00005
Agromyces aureus,453304,S,761,176,937,0.00009
Capnocytophaga leadbetteri,327575,S,71,6,77,0.00001
Candidatus Xiphinematobacter sp. Idaho Grape,1704307,S,23,0,23,0
Aquiflexum balticum,280473,S,129,4,133,0.00001
Streptomyces sp. Mg1,465541,S,108,13,121,0.00001
Mycobacterium chimaera,222805,S,575,486,1061,0.0001
Kytococcus sedentarius,1276,S,528,173,701,0.00007
Saccharothrix espanaensis,103731,S,324,74,398,0.00004
Streptococcus sp. oral taxon 064,712624,S,39,26,65,0.00001
Lacinutrix sp. Bg11-31,2057808,S,132,11,143,0.00001
Geobacter sulfurreducens,35554,S,909,459,1368,0.00013
Deinococcus ficus,317577,S,131,6,137,0.00001
Neisseriaceae bacterium DSM 100970,2052837,S,25,0,25,0
Aeromonas virus Aes12,1921530,S,52,22,74,0.00001
Aminomonas paucivorans,81412,S,607,90,697,0.00007
Massilia sp. WG5,1707785,S,866,306,1172,0.00012
Pseudomonas virus PaMx11,1982098,S,40,0,40,0
Candidatus Liberibacter americanus,309868,S,16,1,17,0
Thermosynechococcus sp. NK55a,1394889,S,11,3,14,0
Nitrosospira briensis,35799,S,168,14,182,0.00002
Kribbella flavida,182640,S,469,47,516,0.00005
Bordetella sp. H567,1697043,S,523,32,555,0.00005
Rhodoplanes sp. Z2-YC6860,674703,S,726,38,764,0.00008
Shewanella woodyi,60961,S,47,1,48,0
Salinarchaeum sp. Harcht-Bsk1,1333523,S,32,0,32,0
Calothrix sp. NIES-3974,2005462,S,14,0,14,0
Azotobacter vinelandii,354,S,553,-553,0,0
Azotobacter chroococcum,353,S,720,155,875,0.00009
Klebsiella phage JD001,1236000,S,91,0,91,0.00001
Phycicoccus dokdonensis,443156,S,791,121,912,0.00009
Magnetospirillum sp. XM-1,1663591,S,422,201,623,0.00006
Spiroplasma monobiae,2136,S,11,3,14,0
Agrobacterium rhizogenes,359,S,2503,462,2965,0.00029
Agrobacterium tumefaciens,358,S,6211,4729,10940,0.00108
Escherichia marmotae,1499973,S,1805,142,1947,0.00019
[Enterobacter] lignolyticus,1334193,S,976,30,1006,0.0001
Hyphomonas sp. CACIAM 19H1,1873716,S,280,41,321,0.00003
Mycobacterium virus Acadian,1982901,S,11,2,13,0
Acinetobacter equi,1324350,S,913,18,931,0.00009
Chryseobacterium gallinarum,1324352,S,626,336,962,0.00009
Gordonia iterans,1004901,S,1140,322,1462,0.00014
Pseudomonas sp. 02C 26,2054914,S,744,30,774,0.00008
Pseudomonas sp. 09C 129,2054915,S,288,194,482,0.00005
Blastomonas fulva,1550728,S,523,443,966,0.0001
Humibacter sp. BT305,2282656,S,265,2496,2761,0.00027
Sinorhizobium medicae,110321,S,878,139,1017,0.0001
Gordonia phage Phinally,1821560,S,389,0,389,0.00004
Marinovum algicola,42444,S,1180,642,1822,0.00018
Roseobacter litoralis,42443,S,200,40,240,0.00002
Mahella australiensis,252966,S,94,15,109,0.00001
Chromohalobacter salexigens,158080,S,248,10,258,0.00003
Methyloceanibacter caenitepidi,1384459,S,183,44,227,0.00002
Lactococcus virus Bibb29,494269,S,97,34,131,0.00001
Pseudomonas sp. phDV1,253237,S,1218,2084,3302,0.00033
Cyanothece sp. PCC 7424,65393,S,13,2,15,0
Paracoccus zhejiangensis,1077935,S,6431,1274,7705,0.00076
Ethanoligenens harbinense,253239,S,805,6,811,0.00008
Helicobacter apodemus,135569,S,11,0,11,0
Sodalis virus SO1,1954380,S,37,8,45,0
Pseudoalteromonas atlantica,288,S,86,22,108,0.00001
Methanobacterium lacus,877455,S,71,0,71,0.00001
Deinococcus radiodurans,1299,S,96,23,119,0.00001
Jiangella alkaliphila,419479,S,331,81,412,0.00004
Xanthobacter autotrophicus,280,S,4517,1147,5664,0.00056
Bacillus kochii,859143,S,69,2,71,0.00001
Comamonas testosteroni,285,S,46728,9528,56256,0.00554
Pseudomonas aeruginosa,287,S,27904,21697,49601,0.00489
Pectobacterium phage PP90,1873959,S,48,20,68,0.00001
Fischerella sp. NIES-3754,1752063,S,17,10,27,0
Haloquadratum walsbyi,293091,S,19,-19,0,0
Streptomyces xiamenensis,408015,S,166,15,181,0.00002
Nostocales cyanobacterium HT-58-2,1940762,S,15,1,16,0
Leptolyngbya sp. NIES-3755,1752064,S,22,1,23,0
Sulfurihydrogenibium sp. YO3AOP1,436114,S,16,9,25,0
Phaeobacter inhibens,221822,S,638,279,917,0.00009
Desulfobacterium autotrophicum,2296,S,105,3,108,0.00001
Francisella tularensis,263,S,71,38,109,0.00001
Roseburia hominis,301301,S,21580,5489,27069,0.00267
Paraphotobacterium marinum,1755811,S,19,0,19,0
Polaribacter vadi,1774273,S,150,11,161,0.00002
Paracoccus denitrificans,266,S,7214,1296,8510,0.00084
Clostridium baratii,1561,S,263,4,267,0.00003
Thalassococcus sp. SH-1,2109625,S,1033,76,1109,0.00011
Zoogloeaceae bacteirum Par-f-2,2080469,S,479,1408,1887,0.00019
Komagataeibacter rhaeticus,215221,S,18,188,206,0.00002
Immundisolibacter cernigliae,1810504,S,613,13,626,0.00006
Tsukamurella phage TPA2,981330,S,20,0,20,0
Shewanella benthica,43661,S,34,2,36,0
Pseudoalteromonas piscicida,43662,S,62,12,74,0.00001
Paenarthrobacter aurescens,43663,S,48,296,344,0.00003
Streptomyces atratus,1893,S,122,10,132,0.00001
Methylobacterium phyllosphaerae,418223,S,205,505,710,0.00007
Brenneria sp. EniD312,598467,S,165,7,172,0.00002
Rhizobium sp. NT-26,1125847,S,1778,207,1985,0.0002
Methylophaga frappieri,754477,S,155,22,177,0.00002
Methylophaga nitratireducenticrescens,754476,S,164,2,166,0.00002
Marinobacter similis,1420916,S,134,3,137,0.00001
Rhizobium gallicum,56730,S,1049,128,1177,0.00012
Campylobacter sp. RM6137,1660073,S,18,0,18,0
Mycolicibacterium gilvum,1804,S,2017,1245,3262,0.00032
Natronomonas pharaonis,2257,S,29,1,30,0
Martelella sp. AD-3,686597,S,1636,463,2099,0.00021
Clostridium bornimense,1216932,S,231,14,245,0.00002
Gloeomargarita lithophora,1188228,S,82,0,82,0.00001
Pseudomonas avellanae,46257,S,46,382,428,0.00004
Rhodoferax saidenbachensis,1484693,S,8404,414,8818,0.00087
Cryobacterium sp. GCJ02,2220095,S,202,116,318,0.00003
Actinoplanes derwentensis,113562,S,239,80,319,0.00003
Natronolimnobius aegyptiacus,745377,S,16,13,29,0
Pedobacter heparinus,984,S,88,9,97,0.00001
Desulfitobacterium dehalogenans,36854,S,56,4,60,0.00001
Flavobacterium sp. MEBiC07310,2201181,S,1440,54,1494,0.00015
Gemmata obscuriglobus,114,S,194,13,207,0.00002
Acidisphaera sp. G45-3,1969806,S,349,14,363,0.00004
Bradyrhizobium sp. 2 39S1MB,1404768,S,356,131,487,0.00005
Chryseobacterium indologenes,253,S,2091,1027,3118,0.00031
Bacillus altitudinis,293387,S,12,12,24,0
Gordonia phage GTE5,319522,S,28,1,29,0
Rubinisphaera brasiliensis,119,S,45,1,46,0
Methanobacterium sp. MB1,1379702,S,73,10,83,0.00001
Mageeibacillus indolicus,884684,S,268,15,283,0.00003
Mesorhizobium sp. DCY119,2108445,S,964,165,1129,0.00011
Denitrovibrio acetiphilus,118000,S,19,0,19,0
Gammaproteobacteria bacterium DM2,2169539,S,62,1,63,0.00001
Pseudomonas koreensis,198620,S,6895,1496,8391,0.00083
Desulfurispirillum indicum,936456,S,87,2,89,0.00001
Bordetella flabilis,463014,S,494,24,518,0.00005
Mycolicibacterium thermoresistibile,1797,S,854,127,981,0.0001
Pseudorhodoplanes sinuspersici,1235591,S,720,35,755,0.00007
Mannheimia varigena,85404,S,95,23,118,0.00001
Candidatus Arthromitus sp. SFB-mouse,49118,S,77,43,120,0.00001
Mycolicibacterium goodii,134601,S,1091,318,1409,0.00014
Lactococcus phage P162,1476889,S,15,15,30,0
Macrococcus sp. IME1552,1898474,S,80,21,101,0.00001
Megasphaera hexanoica,1675036,S,396,40,436,0.00004
Staphylococcus condimenti,70255,S,31,2,33,0
Cylindrospermum stagnale,142864,S,15,3,18,0
Paenibacillus glucanolyticus,59843,S,89,9,98,0.00001
Staphylococcus piscifermentans,70258,S,34,1,35,0
Gloeobacter violaceus,33072,S,72,1,73,0.00001
Flavobacterium branchiophilum,55197,S,1523,50,1573,0.00016
Bacillus weihaiensis,1547283,S,106,5,111,0.00001
Pseudomonas sp. LAB-08,143813,S,665,66,731,0.00007
Altererythrobacter sp. B11,2060312,S,681,209,890,0.00009
Deinococcus actinosclerus,1768108,S,132,83,215,0.00002
Candidatus Desulfovibrio trichonymphae,1725232,S,339,8,347,0.00003
Bradyrhizobium sp. 3 85S1MB,1404367,S,382,136,518,0.00005
Serratia sp. MYb239,2033438,S,15,26,41,0
Sulfurospirillum barnesii,44674,S,84,2,86,0.00001
Micromonospora zamorensis,709883,S,121,26,147,0.00001
Pseudomonas viridiflava,33069,S,779,37,816,0.00008
Aneurinibacillus soli,1500254,S,61,5,66,0.00001
Chitinophaga sp. MD30,2033437,S,61,8,69,0.00001
Rhodobacteraceae bacterium QY30,2033435,S,2916,190,3106,0.00031
Bacillus krulwichiae,199441,S,37,8,45,0
Escherichia virus FFH2,1914856,S,153,104,257,0.00003
Methanosarcina mazei,2209,S,63,1,64,0.00001
Mycobacterium shigaense,722731,S,656,37,693,0.00007
Synechococcus sp. JA-2-3B'a(2-13),321332,S,76,76,152,0.00001
Methanosarcina horonobensis,418008,S,22,0,22,0
Stenotrophomonas phage vB_SmaS-DLP,1659230,S,21,26,47,0
Thiomicrospira cyclica,147268,S,74,6,80,0.00001
Psychrobacter sp. P11G3,1699623,S,8374,328,8702,0.00086
Shigella virus AG3,1987994,S,15,11,26,0
Psychrobacter sp. P11F6,1699621,S,63434,2371,65805,0.00649
Acinetobacter phage YMC13/03/R2096,1560342,S,36,0,36,0
Psychrobacter sp. P11G5,1699624,S,6878,8162,15040,0.00148
Haloplanus sp. CBA1113,1547899,S,10,23,33,0
Shigella virus SP18,1913995,S,15,4,19,0
Mycobacterium haemophilum,29311,S,266,3,269,0.00003
Corynebacterium crudilactis,1652495,S,35,6,41,0
Pseudomonas sp. UW4,1207075,S,754,78,832,0.00008
Candidatus Koribacter versatilis,658062,S,86,3,89,0.00001
Collimonas fungivorans,158899,S,927,176,1103,0.00011
Lactobacillus casei,1582,S,193,469,662,0.00007
Tannerella sp. oral taxon HOT-286,712710,S,193,13,206,0.00002
Fictibacillus arsenicus,255247,S,44,3,47,0
Thioalkalivibrio versutus,106634,S,239,17,256,0.00003
Actinomyces hongkongensis,178339,S,348,116,464,0.00005
halophilic archaeon DL31,756883,S,12,6,18,0
Lactobacillus fuchuensis,164393,S,341,2,343,0.00003
Pannonibacter phragmitetus,121719,S,2703,1348,4051,0.0004
Rhodobacter virus RcTitan,1982575,S,57,0,57,0.00001
Rhodococcus jostii,132919,S,185,27,212,0.00002
Leuconostoc garlicum,255248,S,590,335,925,0.00009
Tessaracoccus sp. Marseille-P5995,2161816,S,503,123,626,0.00006
Tsukamurella virus TIN3,1982571,S,38,5,43,0
Tsukamurella virus TIN2,1982570,S,21,3,24,0
Burkholderia sp. HB1,1678678,S,108,782,890,0.00009
Streptococcus respiraculi,2021971,S,1821,45,1866,0.00018
Nocardia farcinica,37329,S,425,183,608,0.00006
Nocardia brasiliensis,37326,S,519,83,602,0.00006
Capnocytophaga sp. oral taxon 878,1316596,S,54,11,65,0.00001
Taylorella asinigenitalis,84590,S,19,2,21,0
Streptomyces roseochromogenus,285450,S,84,7,91,0.00001
Komagataeibacter saccharivorans,265959,S,91,17,108,0.00001
Gordonia polyisoprenivorans,84595,S,12513,1151,13664,0.00135
Hafnia alvei,569,S,840,238,1078,0.00011
Cyanobium gracile,59930,S,176,32,208,0.00002
Thiohalobacter thiocyanaticus,585455,S,459,4,463,0.00005
Yersinia rohdei,29485,S,237,8,245,0.00002
Escherichia coli,562,S,75964,128949,204913,0.0202
Shimwellia blattae,563,S,328,6,334,0.00003
Escherichia fergusonii,564,S,339,81,420,0.00004
Mariprofundus aestuarium,1921086,S,65,4,69,0.00001
Yersinia aldovae,29483,S,142,6,148,0.00001
Altererythrobacter mangrovi,1982042,S,389,40,429,0.00004
Bacillus lehensis,300825,S,20,0,20,0
Mesoplasma lactucae,138853,S,12,1,13,0
Sphingomonas sp. LK11,1390395,S,3084,211,3295,0.00032
Thioalkalivibrio paradoxus,108010,S,232,83,315,0.00003
Edwardsiella piscicida,1263550,S,82,219,301,0.00003
Mycoplasma canadense,29554,S,15,3,18,0
Mycoplasma canis,29555,S,14,5,19,0
Leptolyngbya boryana,1184,S,23,2,25,0
Paracoccus mutanolyticus,1499308,S,1335,1720,3055,0.0003
Haemophilus haemolyticus,726,S,145,27,172,0.00002
Haemophilus influenzae,727,S,402,180,582,0.00006
Niabella ginsenosidivorans,1176587,S,58,12,70,0.00001
Sinomonas atrocyanea,37927,S,360,29,389,0.00004
Acidipropionibacterium acidipropionici,1748,S,595,252,847,0.00008
Thioploca ingrica,40754,S,57,0,57,0.00001
Nocardioides sp. CF8,110319,S,1035,208,1243,0.00012
Pseudomonas sp. A214,1855331,S,95,157,252,0.00002
Propionibacterium freudenreichii,1744,S,2769,3226,5995,0.00059
Pseudomonas prosekii,1148509,S,3563,286,3849,0.00038
Lactobacillus virus Lb338-1,632112,S,13,0,13,0
Cutibacterium acnes,1747,S,1121,215,1336,0.00013
Arthrobacter crystallopoietes,37928,S,236,20,256,0.00003
Thermodesulfobacterium commune,1741,S,11,3,14,0
Clostridium saccharobutylicum,169679,S,185,1,186,0.00002
Haemophilus parainfluenzae,729,S,2105,320,2425,0.00024
Trichormus azollae,1164,S,12,1,13,0
Anabaena cylindrica,1165,S,13,2,15,0
Streptomyces pratensis,1169025,S,30,25,55,0.00001
Citrobacter farmeri,67824,S,952,292,1244,0.00012
Citrobacter rodentium,67825,S,692,30,722,0.00007
Desulfomicrobium orale,132132,S,281,31,312,0.00003
Citrobacter werkmanii,67827,S,2880,438,3318,0.00033
Filifactor alocis,143361,S,271,12,283,0.00003
Erythrobacter sp. HL-111,1798193,S,439,41,480,0.00005
Maribacter sp. 1_2014MBL_MicDiv,1644130,S,18,42,60,0.00001
Janthinobacterium sp. 1_2014MBL_MicDiv,1644131,S,3274,634,3908,0.00039
Corynebacterium aurimucosum,169292,S,112,9,121,0.00001
Opitutaceae bacterium TAV5,794903,S,310,4,314,0.00003
Capnocytophaga sp. oral taxon 323,1705617,S,12,16,28,0
Xenorhabdus poinarii,40577,S,31,4,35,0
Xenorhabdus bovienii,40576,S,76,10,86,0.00001
Clostridium acetobutylicum,1488,S,97,0,97,0.00001
Archangium gephyra,48,S,270,70,340,0.00003
Bacillus filamentosus,1402861,S,46,1,47,0
Thermus sp. CCB_US3_UF1,1111069,S,31,5,36,0
Acinetobacter baumannii,470,S,13530,12506,26036,0.00257
Stigmatella aurantiaca,41,S,163,53,216,0.00002
Acinetobacter calcoaceticus,471,S,635,120,755,0.00007
Gallionella capsiferriformans,370405,S,244,23,267,0.00003
Bartonella australis,388640,S,22,4,26,0
Mycobacterium colombiense,339268,S,620,30,650,0.00006
Staphylococcus warneri,1292,S,36,9,45,0
